timestamp,frame_number,status,method,contour_count,person_count
2026-07-09 10:01:08.798,308,MOTION DETECTED,3-Frame Differencing,7,7
2026-07-09 10:01:08.832,309,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:08.867,310,MOTION DETECTED,3-Frame Differencing,5,5
2026-07-09 10:01:08.906,311,MOTION DETECTED,3-Frame Differencing,7,7
2026-07-09 10:01:08.945,312,MOTION DETECTED,3-Frame Differencing,10,10
2026-07-09 10:01:08.980,313,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:09.021,314,MOTION DETECTED,3-Frame Differencing,11,11
2026-07-09 10:01:09.042,315,MOTION DETECTED,3-Frame Differencing,10,10
2026-07-09 10:01:09.075,316,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:09.099,317,MOTION DETECTED,3-Frame Differencing,12,12
2026-07-09 10:01:09.121,318,MOTION DETECTED,3-Frame Differencing,14,14
2026-07-09 10:01:09.156,319,MOTION DETECTED,3-Frame Differencing,11,11
2026-07-09 10:01:09.176,320,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:09.212,321,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:09.244,322,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:09.282,323,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:09.312,324,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:09.349,325,MOTION DETECTED,3-Frame Differencing,11,11
2026-07-09 10:01:09.397,326,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:09.441,327,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:09.471,328,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:09.512,329,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:09.546,330,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:09.595,331,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:09.629,332,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:09.665,333,MOTION DETECTED,3-Frame Differencing,10,10
2026-07-09 10:01:09.696,334,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:09.728,335,MOTION DETECTED,3-Frame Differencing,10,10
2026-07-09 10:01:09.764,336,MOTION DETECTED,3-Frame Differencing,12,12
2026-07-09 10:01:09.800,337,MOTION DETECTED,3-Frame Differencing,10,10
2026-07-09 10:01:09.835,338,MOTION DETECTED,3-Frame Differencing,11,11
2026-07-09 10:01:09.863,339,MOTION DETECTED,3-Frame Differencing,10,10
2026-07-09 10:01:09.898,340,MOTION DETECTED,3-Frame Differencing,10,10
2026-07-09 10:01:09.925,341,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:09.954,342,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:09.975,343,MOTION DETECTED,3-Frame Differencing,6,6
2026-07-09 10:01:10.012,344,MOTION DETECTED,3-Frame Differencing,4,4
2026-07-09 10:01:10.041,345,MOTION DETECTED,3-Frame Differencing,5,5
2026-07-09 10:01:10.080,346,MOTION DETECTED,3-Frame Differencing,6,6
2026-07-09 10:01:10.117,347,MOTION DETECTED,3-Frame Differencing,7,7
2026-07-09 10:01:10.141,348,MOTION DETECTED,3-Frame Differencing,6,6
2026-07-09 10:01:10.185,349,MOTION DETECTED,3-Frame Differencing,6,6
2026-07-09 10:01:10.215,350,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:10.242,351,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:10.272,352,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:10.300,353,MOTION DETECTED,3-Frame Differencing,7,7
2026-07-09 10:01:10.326,354,MOTION DETECTED,3-Frame Differencing,6,6
2026-07-09 10:01:10.361,355,MOTION DETECTED,3-Frame Differencing,5,5
2026-07-09 10:01:10.398,356,MOTION DETECTED,3-Frame Differencing,6,6
2026-07-09 10:01:10.433,357,MOTION DETECTED,3-Frame Differencing,6,6
2026-07-09 10:01:10.484,358,MOTION DETECTED,3-Frame Differencing,7,7
2026-07-09 10:01:10.526,359,MOTION DETECTED,3-Frame Differencing,7,7
2026-07-09 10:01:10.554,360,MOTION DETECTED,3-Frame Differencing,6,6
2026-07-09 10:01:10.576,361,MOTION DETECTED,3-Frame Differencing,7,7
2026-07-09 10:01:10.616,362,MOTION DETECTED,3-Frame Differencing,10,10
2026-07-09 10:01:10.660,363,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:10.695,364,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:10.732,365,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:10.776,366,MOTION DETECTED,3-Frame Differencing,10,10
2026-07-09 10:01:10.816,367,MOTION DETECTED,3-Frame Differencing,11,11
2026-07-09 10:01:10.862,368,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:10.893,369,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:10.928,370,MOTION DETECTED,3-Frame Differencing,8,8
2026-07-09 10:01:10.976,371,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:11.012,372,MOTION DETECTED,3-Frame Differencing,10,10
2026-07-09 10:01:11.048,373,MOTION DETECTED,3-Frame Differencing,9,9
2026-07-09 10:01:11.093,374,MOTION DETECTED,3-Frame Differencing,8,8
